id,email,created_at,is_valid,campaign_name
,douglastucker@wilson-mata.net,,1,1
,millerkathryn@baker.org,,1,1
,trevortrevino@cole.com,,1,1
,smithdaniel@moran.com,,1,1
,laura92@welch-stokes.net,,1,1
,ecruz@hotmail.com,,1,1
,librandi@gmail.com,,1,1
,gilmorejohn@hotmail.com,,1,1
,whuynh@wilson.com,,1,1
,veronica67@gmail.com,,1,1
,youngvincent@hotmail.com,,1,1
,travis00@schultz.com,,1,1
,whiteheadrachel@lopez-ortiz.info,,1,1
,mckenziepaige@hotmail.com,,1,1
,gonzalezchristopher@gmail.com,,1,1
,thomasjustin@hotmail.com,,1,1
,gilesbailey@massey.com,,1,1
,stephanieschaefer@martin-dixon.com,,1,1
,jonesmelissa@hotmail.com,,1,1
,eric77@baker.net,,1,1
,dianacordova@yahoo.com,,1,1
,nwalker@jackson.com,,1,1
,xpalmer@gmail.com,,1,1
,george83@hubbard-gardner.info,,1,1
,allenamber@yahoo.com,,1,1
,fthompson@lewis-moss.com,,1,1
,yday@gmail.com,,1,1
,ethan70@porter-bell.biz,,1,1
,jhuff@watson-hill.biz,,1,1
,jthornton@gmail.com,,1,1
,jenniferlopez@yahoo.com,,1,1
,cmiles@reed-anderson.com,,1,1
,lwright@day.com,,1,1
,hunterford@fischer-james.com,,1,1
,anne96@valdez.info,,1,1
,wrightdaniel@hotmail.com,,1,1
,cliffordblackwell@gmail.com,,1,1
,juliashaffer@gmail.com,,1,1
,zmarshall@taylor-walters.com,,1,1
,robert09@gomez.com,,1,1
,albertbass@camacho.com,,1,1
,herbert60@gmail.com,,1,1
,fryedaniel@yahoo.com,,1,1
,andrerobles@hotmail.com,,1,1
,theresa87@ortiz.biz,,1,1
,perrydavid@hotmail.com,,1,1
,kingjohn@paul-lyons.com,,1,1
,zboyd@yahoo.com,,1,1
,gary58@hotmail.com,,1,1
,afowler@mckinney.com,,1,1
,johnsanders@hotmail.com,,1,1
,bclements@hotmail.com,,1,1
,isaiahbrandt@gmail.com,,1,1
,jenkinsdustin@hotmail.com,,1,1
,ccooper@hotmail.com,,1,1
,wrightdanielle@hotmail.com,,1,1
,dillonkimberly@davis-garcia.com,,1,1
,nicholasbush@anderson-castillo.info,,1,1
,armstrongtroy@yahoo.com,,1,1
,fhunt@snyder.com,,1,1
,jasonbridges@mckinney-macdonald.com,,1,1
,aliciachandler@hotmail.com,,1,1
,ucooper@beasley.org,,1,1
,carrie71@gmail.com,,1,1
,travis44@hotmail.com,,1,1
,erin11@hotmail.com,,1,1
,bestmaria@yahoo.com,,1,1
,zthompson@moody.org,,1,1
,erica55@phillips-brewer.info,,1,1
,amandamurphy@perez.com,,1,1
,smithmadison@johnson-dawson.info,,1,1
,johnsontony@lopez.org,,1,1
,jasongraves@hotmail.com,,1,1
,kimberly43@williams.net,,1,1
,mary14@lee.biz,,1,1
,scott63@hotmail.com,,1,1
,lopezchristopher@tran-nelson.com,,1,1
,william36@lyons.com,,1,1
,harrisalexis@wood.com,,1,1
,margaret50@miller-ward.com,,1,1
,leonardcynthia@gmail.com,,1,1
,jason75@villanueva.info,,1,1
,jessica91@gmail.com,,1,1
,zachary52@dixon-gill.com,,1,1
,jenna13@gallegos.com,,1,1
,garzadavid@hardy-williamson.com,,1,1
,joseph68@walton-cox.com,,1,1
,josephyoung@gmail.com,,1,1
,fwatts@mendoza-jones.biz,,1,1
,travisgutierrez@yahoo.com,,1,1
,cookkyle@barry.org,,1,1
,ztownsend@yahoo.com,,1,1
,cynthia82@gmail.com,,1,1
,charles14@yahoo.com,,1,1
,benjamin43@lewis.com,,1,1
,wbarker@ruiz.net,,1,1
,mlittle@jimenez-ortiz.com,,1,1
,qowens@yahoo.com,,1,1
,youngsean@lambert.com,,1,1
,martinezalyssa@yahoo.com,,1,1
,ebaldwin@yahoo.com,,1,1
,floresalexander@hotmail.com,,1,1
,johnsoncraig@hotmail.com,,1,1
,roachlawrence@shelton-ward.biz,,1,1
,brittany45@gmail.com,,1,1
,wjones@davis.com,,1,1
,reevessandra@harmon.org,,1,1
,ltaylor@peck-kelly.com,,1,1
,cabreraelizabeth@yahoo.com,,1,1
,benjaminbooth@fuentes-wilson.com,,1,1
,samantha37@hotmail.com,,1,1
,erowe@martin.com,,1,1
,richardsoncathy@mitchell.com,,1,1
,scottcarroll@gmail.com,,1,1
,mmoore@martin-green.com,,1,1
,orios@waters-sutton.com,,1,1
,aprilbenjamin@gmail.com,,1,1
,hernandeznicole@gmail.com,,1,1
,griffinkaren@ray.info,,1,1
,collierlarry@hotmail.com,,1,1
,johnroberts@dunlap.com,,1,1
,jamesthomas@hotmail.com,,1,1
,hnichols@hall-sellers.biz,,1,1
,jwalker@moore.com,,1,1
,katiebrown@gmail.com,,1,1
,morgandougherty@lane-stewart.com,,1,1
,maria39@wade.org,,1,1
,karen12@gmail.com,,1,1
,jennifermartinez@hotmail.com,,1,1
,washingtontony@taylor.com,,1,1
,nunezstephanie@wade.com,,1,1
,mcguirehaley@yahoo.com,,1,1
,aguirrejames@brooks-chandler.com,,1,1
,nicholas52@yahoo.com,,1,1
,williamclayton@martin-banks.info,,1,1
,charles16@sellers.com,,1,1
,leaharias@snyder-meyers.com,,1,1
,xsmith@hotmail.com,,1,1
,michael99@yahoo.com,,1,1
,andreburns@yahoo.com,,1,1
,sharon82@thompson-gonzalez.com,,1,1
,coleamanda@yahoo.com,,1,1
,dale19@hotmail.com,,1,1
,richardmurillo@turner-richards.org,,1,1
,ashley60@gmail.com,,1,1
,dhunter@martin.org,,1,1
,hollandtodd@yahoo.com,,1,1
,kimberlywatkins@murray-harrell.com,,1,1
,hstevens@yahoo.com,,1,1
,torresvanessa@yahoo.com,,1,1
,david34@hotmail.com,,1,1
,qlee@bradshaw.biz,,1,1
,davisjared@brown-lee.net,,1,1
,lindajordan@johnson.com,,1,1
,travis02@hall.com,,1,1
,theresa78@gmail.com,,1,1
,cberg@rios-jones.com,,1,1
,fcarson@hotmail.com,,1,1
,morganmccullough@pierce-hendrix.com,,1,1
,amber40@larson.com,,1,1
,garrisonpamela@hotmail.com,,1,1
,jaredbaker@thompson.biz,,1,1
,rdunn@hotmail.com,,1,1
,danielryan@gmail.com,,1,1
,aromero@campbell.com,,1,1
,robertthomas@meyer-daniel.com,,1,1
,diana55@hotmail.com,,1,1
,yhendrix@morrison.com,,1,1
,morenojesse@dixon-jackson.net,,1,1
,darylhill@gmail.com,,1,1
,pierceconnie@richards.info,,1,1
,charlesthompson@davis.com,,1,1
,tamaramcdonald@buchanan.com,,1,1
,durankenneth@hotmail.com,,1,1
,anthony18@harris-stevenson.net,,1,1
,monicawarner@mclaughlin.com,,1,1
,esparzabrian@flores-mullen.net,,1,1
,terri35@marquez-clarke.com,,1,1
,ufry@yahoo.com,,1,1
,maria10@hensley-young.com,,1,1
,tprice@walton.com,,1,1
,robert66@jacobs-fowler.com,,1,1
,tylerbeard@yahoo.com,,1,1
,kristycruz@mitchell.com,,1,1
,jeremy80@gmail.com,,1,1
,philipwilson@yahoo.com,,1,1
,albert17@gmail.com,,1,1
,mhall@hotmail.com,,1,1
,angelafowler@walker-farley.com,,1,1
,russellnathan@ward.info,,1,1
,dwagner@peterson-morrison.com,,1,1
,michaelabbott@meza.org,,1,1
,mary88@gmail.com,,1,1
,ayersjames@cardenas-campos.biz,,1,1
,ericahickman@mckinney.com,,1,1
,sarathompson@gmail.com,,1,1
,ibaird@hotmail.com,,1,1
,mromero@myers-hill.org,,1,1
,jasonjohnson@espinoza.com,,1,1
,dickersonjenna@morris.com,,1,1
,yvonnehaney@miller.com,,1,1
,millerrick@hotmail.com,,1,1
,nicole41@cooke.com,,1,1
,seanhester@gmail.com,,1,1
,diane86@yahoo.com,,1,1
,hahnalexander@burgess-martin.com,,1,1
,stevenskelli@yahoo.com,,1,1
,robert83@hernandez.com,,1,1
,uthomas@hotmail.com,,1,1
,laurenbaldwin@patterson.biz,,1,1
,daniel39@gmail.com,,1,1
,ryanrichards@hotmail.com,,1,1
,huangterri@gmail.com,,1,1
,michelewilliams@hotmail.com,,1,1
,nwagner@gmail.com,,1,1
,laurenporter@sanchez.net,,1,1
,kaitlin91@brooks.com,,1,1
,walkerbridget@perez.com,,1,1
,jamesmurray@daniels-martin.com,,1,1
,brittneyjohnson@gmail.com,,1,1
,nicolemiller@mcgrath.com,,1,1
,kjones@hotmail.com,,1,1
,russellkelsey@hotmail.com,,1,1
,fbarber@gmail.com,,1,1
,evelyn63@gmail.com,,1,1
,rjohnson@yahoo.com,,1,1
,daniel11@williams-scott.info,,1,1
,ochristensen@ryan-moore.biz,,1,1
,ashley71@hotmail.com,,1,1
,brownsabrina@schultz.org,,1,1
,samantha26@yahoo.com,,1,1
,howardthomas@gmail.com,,1,1
,jacksoncassandra@cantrell.com,,1,1
,gabrielgardner@guzman.biz,,1,1
,sanderszachary@yahoo.com,,1,1
,sethgarcia@quinn-noble.org,,1,1
,sheribell@hotmail.com,,1,1
,caleb65@yahoo.com,,1,1
,carol64@yahoo.com,,1,1
,mariahoward@smith.net,,1,1
,adamsjohn@cherry.biz,,1,1
,tiffanywilliams@deleon.net,,1,1
,roystacy@clark.com,,1,1
,joannmoss@hotmail.com,,1,1
,hlopez@aguirre-hill.biz,,1,1
,annahart@gmail.com,,1,1
,lopezjay@hotmail.com,,1,1
,stevensonrenee@yahoo.com,,1,1
,joycerichard@hotmail.com,,1,1
,amydominguez@gmail.com,,1,1
,poncejose@yahoo.com,,1,1
,youngmichael@yahoo.com,,1,1
,phurst@perez.biz,,1,1
,blakeann@nelson-smith.com,,1,1
,lpace@gmail.com,,1,1
,jacobstewart@hughes.biz,,1,1
,awhitaker@hotmail.com,,1,1
,crawfordamanda@vasquez.info,,1,1
,charleslee@hotmail.com,,1,1
,ashley89@yahoo.com,,1,1
,pmiller@yahoo.com,,1,1
,robert11@gmail.com,,1,1
,alexis55@noble-pearson.com,,1,1
,joshua95@johnson.org,,1,1
,awilkins@roberts-smith.com,,1,1
,ramirezwilliam@robbins-marshall.com,,1,1
,jeremiah94@yahoo.com,,1,1
,patrick75@hotmail.com,,1,1
,dlee@everett-bowman.org,,1,1
,robert43@yahoo.com,,1,1
,hcruz@ewing-goodwin.com,,1,1
,davilatracey@ramos.biz,,1,1
,mary32@arnold-flores.biz,,1,1
,caitlinkim@hotmail.com,,1,1
,edwardhenry@boyle.com,,1,1
,ikline@yahoo.com,,1,1
,lisa20@anderson.com,,1,1
,nicole06@harrison-bennett.org,,1,1
,nancy89@yahoo.com,,1,1
,bhenderson@burns.net,,1,1
,aprilwright@hotmail.com,,1,1
,daniel06@gmail.com,,1,1
,mccannscott@gmail.com,,1,1
,qwhite@yahoo.com,,1,1
,tamara80@yahoo.com,,1,1
,katelyn94@cooper.com,,1,1
,vanessa88@yahoo.com,,1,1
,vsmith@hotmail.com,,1,1
,amberaguirre@gmail.com,,1,1
,lisa07@becker-garcia.biz,,1,1
,larry84@hotmail.com,,1,1
,stacey86@gmail.com,,1,1
,floydpamela@hotmail.com,,1,1
,shelly28@williams-fernandez.com,,1,1
,logan74@sherman.com,,1,1
,josephsweeney@turner.com,,1,1
,jonathanmayo@bennett-carter.com,,1,1
,oliverdawn@smith.biz,,1,1
,robinsonkatherine@figueroa.com,,1,1
,timothy26@yahoo.com,,1,1
,brenda86@hamilton-smith.com,,1,1
,brownjohn@oconnell.org,,1,1
,leonardjohnson@gmail.com,,1,1
,david12@blanchard.com,,1,1
,sloansarah@lin.biz,,1,1
,leslie41@yahoo.com,,1,1
,kingronald@yahoo.com,,1,1
,bbrown@hotmail.com,,1,1
,kelleyjennifer@yahoo.com,,1,1
,james34@hotmail.com,,1,1
,angelaparrish@dunlap-lester.com,,1,1
,fcox@hotmail.com,,1,1
,qcole@hotmail.com,,1,1
,zwatts@hotmail.com,,1,1
,vhughes@gmail.com,,1,1
,andreramirez@kelley.com,,1,1
,lopezandrew@gmail.com,,1,1
,gsantana@hotmail.com,,1,1
,nthomas@brooks.com,,1,1
,tmccoy@yahoo.com,,1,1
,jillalvarez@lyons.info,,1,1
,michele87@yahoo.com,,1,1
,monica92@hotmail.com,,1,1
,daniel00@reyes.com,,1,1
,lauren30@nelson-marquez.com,,1,1
,gregglover@hotmail.com,,1,1
,barbarasilva@blair-hernandez.net,,1,1
,baileytownsend@jones.com,,1,1
,teresa85@gmail.com,,1,1
,youngscott@hotmail.com,,1,1
,madison53@gmail.com,,1,1
,khernandez@thomas.com,,1,1
,jfinley@sanders.com,,1,1
,zmyers@johnson-brown.com,,1,1
,eramsey@gmail.com,,1,1
,cgonzales@yahoo.com,,1,1
,sbruce@munoz.biz,,1,1
,rmarshall@myers.com,,1,1
,webbdana@villegas-jackson.org,,1,1
,monica32@simon.net,,1,1
,mcleanandrew@yahoo.com,,1,1
,martinbrad@yahoo.com,,1,1
,kkennedy@hotmail.com,,1,1
,joshua18@yahoo.com,,1,1
,millerphillip@yahoo.com,,1,1
,kellysarah@hotmail.com,,1,1
,ojones@yahoo.com,,1,1
,meredithbird@simon.biz,,1,1
,janicesalas@west.com,,1,1
,clarkbrittany@jacobson.net,,1,1
,joshua15@yahoo.com,,1,1
,jennifer61@gmail.com,,1,1
,zchan@cervantes.com,,1,1
,amassey@mcdonald.com,,1,1
,adamsandrew@gmail.com,,1,1
,phicks@obrien.com,,1,1
,sarahhoward@martinez.com,,1,1
,leeashley@gmail.com,,1,1
,tinacaldwell@olson-dixon.com,,1,1
,david13@huff-frye.org,,1,1
,michael16@hotmail.com,,1,1
,danielsbryan@rodriguez.biz,,1,1
,pateljordan@hotmail.com,,1,1
,jclark@moore.info,,1,1
,mendozarichard@yahoo.com,,1,1
,ashley66@johnston.biz,,1,1
,mary87@hotmail.com,,1,1
,xclark@hotmail.com,,1,1
,turnerkimberly@johnson.com,,1,1
,ifarrell@yahoo.com,,1,1
,omoran@carpenter-sanchez.com,,1,1
,nramos@benson.com,,1,1
,pmcguire@krause.info,,1,1
,joneskrista@black-stone.com,,1,1
,paulsmith@gmail.com,,1,1
,derrick94@cruz.com,,1,1
,mmartinez@rogers-sandoval.com,,1,1
,tthompson@yahoo.com,,1,1
,swagner@savage.com,,1,1
,dawnduke@yates-rodriguez.com,,1,1
,cgregory@lee.net,,1,1
,taylorjacqueline@harris.org,,1,1
,marysmith@khan-stephens.com,,1,1
,valdezrebecca@hotmail.com,,1,1
,john65@hotmail.com,,1,1
,daniel16@carr.com,,1,1
,hrobbins@cannon.com,,1,1
,stephaniejohnson@yahoo.com,,1,1
,tmoon@hotmail.com,,1,1
,qbright@myers.com,,1,1
,michael63@jensen.com,,1,1
,josephburnett@long-fernandez.com,,1,1
,dtaylor@anderson.com,,1,1
,dennisorozco@gmail.com,,1,1
,christopherlewis@smith.com,,1,1
,hernandezdanielle@smith-stark.com,,1,1
,simmonsjoshua@smith-wright.org,,1,1
,csmith@rodriguez.com,,1,1
,oneal@wallace-coleman.com,,1,1
,uodom@yahoo.com,,1,1
,amandastevenson@yahoo.com,,1,1
,michelle43@yahoo.com,,1,1
,ohunter@carter.biz,,1,1
,robertpayne@henson.com,,1,1
,brad32@yahoo.com,,1,1
,bgarcia@roach.com,,1,1
,wesleyharrell@matthews-schmidt.biz,,1,1
,rcisneros@gmail.com,,1,1
,dreid@powell.info,,1,1
,bross@gmail.com,,1,1
,bgarcia@castro.com,,1,1
,earl18@fowler.com,,1,1
,pittmanandrea@yahoo.com,,1,1
,yodermichael@gonzalez-drake.net,,1,1
,james67@yahoo.com,,1,1
,harry16@gmail.com,,1,1
,cooperjacqueline@yahoo.com,,1,1
,daniel17@craig.biz,,1,1
,marvin18@oconnor-terrell.com,,1,1
,shelleygiles@yahoo.com,,1,1
,ballen@gmail.com,,1,1
,xsmith@gmail.com,,1,1
,alynch@hotmail.com,,1,1
,cwalters@hotmail.com,,1,1
,audreyfrank@yahoo.com,,1,1
,ujordan@santiago.com,,1,1
,alexisthompson@king-novak.com,,1,1
,hansenemily@yahoo.com,,1,1
,jessicamartinez@cain.org,,1,1
,njohnson@yahoo.com,,1,1
,olivermichael@miller-rosales.org,,1,1
,christinataylor@gmail.com,,1,1
,turnersteven@yahoo.com,,1,1
,tamara07@hotmail.com,,1,1
,vcruz@hotmail.com,,1,1
,mejiaandrew@gmail.com,,1,1
,bushmark@russell.net,,1,1
,brittany60@yahoo.com,,1,1
,kjackson@yahoo.com,,1,1
,millerjesse@hotmail.com,,1,1
,andersonjessica@yahoo.com,,1,1
,jordanlopez@rice.net,,1,1
,sramirez@hotmail.com,,1,1
,randerson@yahoo.com,,1,1
,austinpadilla@hotmail.com,,1,1
,williamclark@rocha.com,,1,1
,karennoble@harris.biz,,1,1
,kim59@rios.info,,1,1
,andrewwinters@hotmail.com,,1,1
,williamscarol@williams.biz,,1,1
,phyllis87@herman.com,,1,1
,lopezjames@gmail.com,,1,1
,medinakenneth@king-campbell.com,,1,1
,aaron21@miller.com,,1,1
,vmartinez@gmail.com,,1,1
,tracyortiz@hotmail.com,,1,1
,martin66@yahoo.com,,1,1
,roseheather@gmail.com,,1,1
,gerald92@gibson.com,,1,1
,steven87@martinez-greene.com,,1,1
,michellebailey@gmail.com,,1,1
,isabelbrown@yahoo.com,,1,1
,mary08@gmail.com,,1,1
,hunterlisa@carroll-gonzalez.com,,1,1
,jschmidt@shaw.com,,1,1
,stephanie46@yahoo.com,,1,1
,wendyvaughn@yahoo.com,,1,1
,howardsherry@banks.com,,1,1
,shane08@hotmail.com,,1,1
,nmelton@gmail.com,,1,1
,trodriguez@hotmail.com,,1,1
,bennettkristen@maldonado.biz,,1,1
,heather30@yahoo.com,,1,1
,mccormickbrianna@gmail.com,,1,1
,johnnyhardy@gomez.net,,1,1
,jacquelinejackson@hotmail.com,,1,1
,webbraymond@schultz.com,,1,1
,josephrodriguez@gmail.com,,1,1
,kprice@gmail.com,,1,1
,christinacoleman@hunter-arnold.com,,1,1
,jessicamoore@gmail.com,,1,1
,patriciahenderson@brown.net,,1,1
,liamber@carter.com,,1,1
,vmercer@yahoo.com,,1,1
,coxbailey@fritz.com,,1,1
,tarasmith@hotmail.com,,1,1
,kimkeith@gmail.com,,1,1
,erik15@lee.com,,1,1
,pcooper@yahoo.com,,1,1
,helen28@henry-brown.com,,1,1
,murphyconnie@wilkinson-washington.org,,1,1
,ffoley@gonzalez.org,,1,1
,debbie84@trevino.org,,1,1
,qphillips@hotmail.com,,1,1
,andrearoberts@yahoo.com,,1,1
,johnsonrichard@hotmail.com,,1,1
,vsanders@gmail.com,,1,1
,barnettdiane@webster-meyer.biz,,1,1
,martinkathryn@schneider-petersen.com,,1,1
,whitney11@eaton.com,,1,1
,ashleywilliams@rollins.biz,,1,1
,rdavis@villarreal.info,,1,1
